PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,S9,S12,S2,S16,S3,S15,S14,S10,S11,S66,S8,S1,S7,S5,S13,S4,S6,S18,S19,S20,S21,S22,S23,S24,S25,S82,S83,S84,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S17,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S26,S27,S28,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112
2428,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol,54968,LC/MS Pos Late,100010941,2720,634.54051,,,,,HMDB07248,14.8314,18.3627,4.0557,0.1477,0.3316,0.3854,47.534,0.3702,0.0509,0.0585,1.0748,0.8994,0.9071,0.0115,0.0901,1.0715,0.5233,5.2079,2.5156,0.6615,0.1044,0.7828,0.158,0.9621,7.8354,1.3112,0.1058,1.2417,60.6524,0.4746,0.0258,0.4227,0.0889,3.6275,43.5543,13.9146,0.6088,1.1675,0.205,0.1915,0.2433,3.0973,0.9202,10.5888,2.4615,35.5791,1.9489,2.5607,0.2048,2.3429,0.0184,1.0379,8.7372,6.5988,0.3891,33.0316,21.0293,0.0941,4.5467,0.454,0.0571,4.1318,22.117,0.1427,0.0147,1.5257,0.0717,11.1224,0.3114,0.0742,0.1127,0.0259,0.0135,8.8054,4.8843,2.5097,0.0178,0.0105,0.0537,0.1188,2.8634,36.13,0.0699,12.5804,4.1726,10.8948,0.0949,0.1419,5.9828,2.527,6.7843,19.7811,0.0305,0.5477,0.1938,9.5484,18.1132,1.5061,0.0696,0.0433,23.6895,26.1578,17.0868,1.6605,0.326,2.409,0.6834,0.5186,19.5368,2.5894,0.0742,62.5611
2429,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,Lipid,Diacylglycerol,54969,LC/MS Pos Late,100010942,2790,634.54051,,,,,HMDB07248,10.3235,19.0119,2.3595,0.3265,0.4125,0.2142,31.3678,0.2039,0.0633,0.1575,0.6649,2.6873,0.8179,0.0118,0.0928,2.0499,0.6566,4.2233,2.4452,0.5358,0.0964,0.7244,0.0902,1.7267,5.1767,2.0516,0.0622,0.9228,26.399,0.4138,0.0281,0.8091,0.1357,2.9043,22.9928,8.3015,1.205,1,0.1921,0.333,0.2144,2.7814,0.8014,5.6219,1.5685,26.8891,1.5629,3.8786,0.3326,1.7448,0.0118,0.8097,5.1791,5.1368,0.3816,18.298,11.1981,0.0891,6.8221,0.3019,0.1194,4.2675,13.0514,0.2857,0.0252,1.6676,0.0359,7.7707,0.2424,0.0368,0.1297,0.0118,0.0118,6.4836,6.9527,4.1425,0.0247,0.0118,0.0387,0.1589,1.9657,14.0673,0.0538,11.4662,2.0731,5.4651,0.2146,0.0476,2.6433,3.4633,3.6671,9.741,0.0265,0.456,0.229,9.8114,8.736,0.9521,0.0556,0.0147,8.989,20.4352,7.3528,2.3997,0.4216,1.591,0.7642,0.3739,0.0118,1.1203,0.0763,27.9338
1495,linoleoylcarnitine (C18:2)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),46223,LC/MS Pos Late,100003151,1430,424.34214,36816-10-1,6450015,4952667,,HMDB06469,1.795,0.0896,0.1678,0.7017,1.0705,0.2919,1.8386,0.8285,0.1235,2.3369,1.4041,1.5253,1.9257,0.7222,0.6249,1.7153,0.1345,1.7021,1.2883,1.2897,0.4727,1.3731,0.6357,1.6429,0.9564,0.6949,1.641,1.1696,1.6219,0.0259,0.2215,0.8331,1.2912,0.6322,3.8348,0.0923,0.6443,0.1951,1.1102,0.6316,2.5583,0.4375,0.7379,1.1076,0.8797,0.8024,2.878,1.6837,0.2454,0.3897,0.7672,1.6201,3.9278,0.4485,0.8228,0.7538,2.6595,0.9704,0.5295,0.6121,2.0928,1.671,1.3952,0.5133,0.3542,0.7634,1.3091,1.1742,2.5983,0.957,0.8845,1.3435,0.2217,0.8397,1.4779,3.3765,0.4513,0.2468,1.5452,1.3308,1.1069,0.9977,0.5676,1.4291,2.2082,0.6534,0.4191,0.7305,5.274,0.9515,0.9376,0.3497,0.0911,1.5829,5.0833,0.556,2.7372,1.1755,0.7515,1.7117,1.0023,1.3495,4.8336,0.7538,2.3401,1.2416,11.0595,2.2203,0.9605,1.1664,1.0051,3.3156
2838,lithocholate,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372,375.29047,434-13-9,9903,9519,C03990,HMDB00761,0.0799,168.9861,0.0799,0.0799,0.6657,0.0799,60.0123,0.0799,0.0799,0.0799,0.0799,0.5029,0.0963,0.0799,0.0799,0.0799,0.0799,0.0851,2.121,11.7861,1.7526,47.8611,543.1946,0.2416,0.0799,0.4472,0.0799,0.1029,0.2199,51.5614,0.1611,0.0799,0.1602,0.1976,609.2227,0.0799,1,1008.3318,0.0799,1.3898,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,9.7485,13.9083,0.1472,121.5545,0.6816,0.0799,0.0799,0.1379,0.1531,0.0799,0.0799,52.8665,0.0799,0.0799,1.3756,0.0799,0.0799,0.0799,0.3395,521.6442,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,0.0799,21.635,1.1286,485.1716,0.0799,0.2199,0.0799,0.239,0.111,0.0799,0.0799,91.3864,0.2098,0.0799,0.1383,0.0799,329.3087,0.0799,1.0987,1238.8403,0.0799,0.5321,0.3647,0.2973,0.0799,0.0799,0.0799,0.0799,55.9097,76.3781,0.0799,569.8005,0.0799,0.7173,0.5215,0.0799,0.0799,0.0799
2840,lithocholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4811,227.12,,,,,,0.1208,1.5067,0.1208,0.1208,0.1208,0.1208,1.3,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,5.1022,20.4556,0.1208,0.1208,0.1208,0.2654,0.1208,0.1208,0.1858,0.1208,0.1208,0.1208,0.1208,2.9133,0.1208,0.1208,7.6516,0.1208,0.1208,0.3279,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1327,0.1208,6.6208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.4557,0.1208,0.1208,0.1208,0.2381,0.2214,0.1208,0.1208,5.8067,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.2244,0.1208,20.6591,0.1208,0.1208,0.1208,0.1208,0.1208,0.228,0.1208,1.8038,0.1208,0.1208,0.1208,0.1208,1.5706,0.1208,0.1208,54.5587,0.1208,0.3133,0.1208,0.1208,0.1208,0.1208,0.1208,0.1208,0.7,1.5169,0.2119,12.9847,0.1208,0.1208,0.1208,0.1721,0.1208,0.1208
2841,lithocholic acid sulfate (2),Lipid,Secondary Bile Acid Metabolism,62527,LC/MS Neg,100020824,5028,227.12,,,,,,2.4139,0.7574,0.2466,0.0899,2.3899,0.4486,2.9366,0.0902,1.5895,1.1819,0.6986,0.9004,0.8019,0.1181,2.457,1.3292,0.3666,1,2.7437,0.9367,2.8627,14.8112,0.9968,0.652,0.6794,0.0205,3.7862,2.2603,2.2762,0.3543,0.7506,0.0229,3.0198,0.9582,0.1364,1.4116,3.185,1.0612,0.5671,0.754,1.5216,1.8161,1.6535,0.8534,0.5201,0.5642,2.2433,0.7024,0.9506,9.0823,1.9143,0.6056,0.6484,0.0205,1.7881,1.8896,2.1204,2.6479,0.2108,0.0205,2.6138,0.5662,0.0471,0.4497,3.0252,1.1319,0.5917,0.2245,0.6039,1.2734,1.4947,0.2407,0.2912,0.0306,1.8979,0.2534,1.3203,0.3722,1.0788,0.7986,0.6064,0.0205,1.9689,2.2798,1.338,2.0047,1.004,0.0205,2.5337,0.6156,0.0205,1.0971,1.6217,13.9078,1.7404,0.8785,0.9173,4.5239,0.8333,0.978,0.0205,0.7715,2.3335,0.0668,1.1237,11.955,1.1726,0.9796,0.9034,0.0205,3.6124,1.0356
4613,loperamide,Xenobiotics,Drug - Gastrointestinal,38648,LC/MS Pos Late,100002799,1075,477.23034,34552-83-5,3955,3818,C07080,HMDB04999,0.1028,0.1028,0.1028,0.1423,1.588,1,0.1028,0.1028,1.4587,0.1028,0.1028,0.1028,5.7031,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,55.181,0.1028,3.9385,0.1028,6.1178,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.4315,138.7086,0.1028,0.1028,0.3322,1.9142,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.1443,0.1028,0.4473,0.1028,33.3878,0.1325,0.1028,0.1028,0.1028,0.1028,0.1028,0.2393,0.2006,11.3722,1.3353,0.1028,0.1028,0.1098,0.1028,0.1028,0.1028,0.169,0.1028,0.1028,0.1028,0.1028,0.1028,0.1406,0.373,0.1551,58.7912,0.1028,5.8688,222.4005,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.4992,383.4079,0.3306,0.1028,0.1028,0.1225,0.1028,0.1028,0.1028,0.1321,0.1028,0.1028,0.1028,0.1028,0.1028,0.1028,0.3928,27.2146,15.0626,0.1028,58.3093,1.243,0.1028,0.1028,0.1028
3944,luteolin,Xenobiotics,Food Component/Plant,37115,LC/MS Pos Late,100001913,735,287.05502,491-70-3,5280445,4444102,C01514,HMDB05800,0.212,0.1268,0.3611,0.6823,3.6619,0.1881,0.6015,0.0641,1.5499,11.4651,0.1593,6.5892,0.1203,0.2762,0.0461,0.5138,0.0461,1.1412,0.2424,0.4233,0.4631,1.1833,0.0461,0.0461,1.4669,2.4674,0.0461,3.1279,0.2237,0.2346,0.2851,0.0461,1.2331,8.8258,0.0977,0.0461,0.0461,0.2045,3.2404,23.6597,0.3889,0.5699,0.0461,1.2878,0.5922,0.0461,17.6924,4.2885,0.0461,0.837,3.6146,0.0461,0.881,20.3317,4.9453,9.6573,1.7339,0.0461,0.3847,0.1966,0.3236,0.3917,0.4559,0.0461,0.0461,0.0461,2.7587,7.9473,1.7659,0.1111,2.0611,0.0671,0.0461,1.0709,3.7937,1.8193,0.0505,5.1369,1.823,0.0461,56.3539,2.1341,0.0461,0.87,0.1269,0.0461,1.2319,0.0461,1.3745,6.5617,0.0461,0.0461,0.0483,0.1175,0.492,1.3469,0.5764,5.2769,1,1.2636,0.2451,0.0461,1.1099,5.9008,0.3917,0.6732,5.6417,0.5269,7.2634,5.7499,0.2099,8.4365
92,lysine,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.11281,56-87-1,5962,5747,C00047,HMDB00182,0.8522,0.4652,0.6042,0.8944,0.7959,2.2237,0.3726,9.1638,0.8828,1.5007,1.1273,1.5088,0.7134,6.5179,2.7161,1.5124,4.1326,0.9005,0.4242,1.1116,1.0595,2.2445,4.689,1.5402,1.7269,0.9042,1.0968,0.3036,1.0108,0.2802,0.398,0.8736,1.5605,0.9061,0.4626,3.0786,2.8653,0.1865,0.602,2.0145,0.5351,1.3349,1.0263,0.9892,3.0657,0.6331,0.2993,0.3396,0.6061,1.2733,1.7982,0.6012,0.9584,0.7764,0.5812,0.302,0.2901,1.6851,0.5409,2.1822,1.014,0.6773,0.2028,4.4456,1.0508,0.4391,1.358,1.54,0.5601,2.5807,1.2919,1.8363,0.8566,1.7905,0.1231,0.4848,0.7597,2.0498,1.4424,1.652,0.6348,0.2705,1.1914,0.3147,0.4145,1.4988,0.4698,1.2662,1.1558,0.8288,0.6894,2.4694,1.8051,0.9565,1.5192,3.6052,0.7185,1.4098,1.5907,0.9149,2.8669,1.5054,0.608,0.4307,0.6174,0.8004,0.3201,1.6859,1.0623,1.3947,1.2744,0.1411
704,lysylleucine,Peptide,Dipeptide,40020,LC/MS Pos Early,100003196,3370,260.19687,7369-79-1,4682588,3870665,,HMDB28955,2.2724,3.215,0.2362,0.0336,0.1734,0.0336,2.8362,2.0205,0.0336,0.5272,3.7788,0.0336,0.4531,0.0336,0.0804,3.2397,4.6104,2.169,0.1175,0.0336,2.023,0.6376,0.0533,0.0336,2.3068,2.802,0.0336,0.953,0.9286,0.22,0.0336,0.0336,0.347,2.8429,0.8869,26.4014,0.0336,0.1167,0.0965,0.3912,0.567,1.7486,1.0427,0.0336,8.2721,0.8828,1.3811,1.9339,1.6117,1.6336,0.2932,0.2678,2.3101,1.1705,0.0336,0.9965,0.7046,0.0336,0.0336,0.0336,0.3616,1.4752,2.1385,1.6432,0.7084,0.0936,0.0605,0.9193,1.5217,9.9609,0.2646,0.0336,13.0105,1.3336,0.8114,1.299,3.6315,0.499,4.9018,2.7558,1.3032,2.2233,0.1905,1.3726,0.343,0.2203,0.5888,0.0759,2.8277,0.394,1.3869,1.6389,0.4888,0.1303,0.1315,0.0336,1.0035,0.0336,3.5958,0.9428,5.9917,0.2629,0.0685,0.8489,3.1105,1.4908,0.069,1.5035,3.1356,6.4443,0.7089,0.1106
1164,malate,Energy,TCA Cycle,1303,LC/MS Neg,409,615.6,133.01425,6915-15-7,525,510,C00149,HMDB00156,0.7853,0.255,1.0084,1.1569,0.3819,0.7939,0.999,1.3406,0.3167,0.9157,0.3973,1.8434,3.3495,2.1684,1.9915,0.4527,4.5448,1.3405,0.7278,0.2862,2.2208,2.521,2.1302,0.8943,0.3591,2.624,1.3522,0.3719,0.6553,0.5109,0.9181,0.9664,1.0673,1.165,1.9039,2.1798,0.4942,0.2678,0.2998,4.0538,1.9609,1.2184,0.8331,0.6186,1.8104,2.2432,1.3484,0.6267,0.5624,1.2684,2.2616,0.4779,0.2794,2.567,1.0448,0.3677,0.9539,1.2729,1.3239,2.4471,0.8604,0.3648,0.7915,1.7048,0.5522,0.5769,0.3072,3.1845,2.8212,0.4059,0.51,0.6915,1.801,1.6837,1.001,0.3948,0.9802,0.87,2.3306,0.5288,0.145,1.7063,0.9145,0.3962,1.2756,0.7231,1.3021,1.0765,0.5507,0.5737,0.9085,1.3384,0.4115,1.6225,0.2265,8.0114,2.0463,1.3428,1.6573,1.4476,2.7651,1.4294,0.944,0.8218,0.7235,1.0848,1.4425,1.6127,0.668,6.8444,1.313,0.563
1358,maleate,Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640,115.00368,110-16-7,444266,392248,C01384,HMDB00176,0.9486,0.8667,0.7744,22.3469,14.8485,3.102,0.7045,0.8663,7.5329,3.7024,7.6449,1.0235,0.7378,2.2355,8.786,3.9732,0.8099,26.7724,0.3631,1.9987,1.0494,1.3965,0.6939,6.296,1.0126,0.5897,0.8686,0.9881,0.6294,0.5293,0.7499,8.6814,1.0024,1.0181,1.9224,0.3776,68.8865,0.4803,3.9809,1.0346,0.9613,1.0937,2.3496,12.4353,3.4762,3.1813,0.4133,1.2343,0.8244,1.9895,1.6614,1.0395,1.0265,0.7439,0.903,2.0477,0.5578,0.7871,0.8803,4.1047,0.6178,55.1287,0.7448,8.3088,31.0965,0.9967,9.8729,0.8899,0.5783,0.434,20.2141,6.424,0.6032,12.6391,0.5765,0.959,0.8919,0.9976,1.0285,34.7859,0.4949,0.4432,0.9499,0.4584,0.9382,0.7272,2.2152,4.27,0.6374,1.6171,0.778,0.9763,44.0026,1.6333,28.5917,0.8363,0.5557,0.811,0.7031,16.5658,0.7171,116.7793,0.4111,1.3627,0.7963,1.8409,0.8526,0.634,0.6875,0.6548,2.2471,1.4853
1181,malonate,Lipid,Fatty Acid Synthesis,15872,LC/MS Neg,818,612,103.00368,141-82-2;26522-22-85-0,867,844,C00383,HMDB00691,0.161,1.9527,0.5344,3.997,5.9145,1.8385,0.371,0.0655,1.9258,4.8902,3.6559,2.7996,0.2979,0.0655,2.6008,3.4419,0.2643,2.3889,2.2124,0.7209,0.5745,0.6297,0.1024,0.2136,6.8751,0.2103,0.2865,0.697,0.1378,3.0908,1.3247,2.2944,6.255,1.3158,0.1963,0.1651,0.2164,0.3331,3.2208,9.1421,2.3437,0.9448,3.7186,5.8758,0.742,0.9425,5.5402,6.6757,0.7091,1.459,3.7346,3.2068,1.215,0.3895,7.3994,0.8385,0.1546,0.45,1.6952,0.6257,7.7773,0.4473,0.1602,0.5705,0.3025,1.1708,3.1677,1.7429,0.1827,0.4568,0.7235,0.9956,0.8263,1.602,1.6317,4.7813,0.9738,0.4719,2.1899,0.1923,4.6297,0.1254,0.1823,0.612,0.3374,0.4462,5.0602,1.1525,3.1175,0.9213,0.2027,0.7015,0.2174,0.6633,5.3876,2.6968,0.1195,8.8226,0.3784,2.5294,0.2376,3.1673,1.7803,6.9834,1,1.9111,2.7318,3.0485,3.4801,0.1294,0.6916,1.3936
1180,malonylcarnitine,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.11287,853728-01-5,22833583,21403153,,HMDB02095,0.5884,1.6221,1.2931,0.9569,1.2297,3.2951,1.399,1.2399,0.4203,1.079,0.7901,0.3782,0.6968,2.1577,1.3138,2.9421,0.4681,0.5392,0.6405,1.7893,2.7584,1.9585,1.3992,1.0398,0.456,1.2468,1.5425,0.8836,0.8329,0.2931,0.9263,0.9415,0.4612,0.7574,0.5525,1.0228,1.0553,0.428,0.1771,1.8142,2.3337,1.5879,0.5081,0.6346,0.4057,1.4557,0.4156,1.5024,1.6168,1.365,2.5682,1.6409,0.85,0.9641,1.0088,0.7043,0.6734,1.5682,1.9931,1.2013,0.6566,1.0017,0.5637,1.0676,1.4823,0.5618,0.1771,1.5393,0.5657,0.7795,0.6735,0.7179,0.3988,2.1233,0.4748,1.9561,1.5272,0.8058,0.9293,0.8693,0.9024,0.9108,1.0078,1.0265,0.6409,3.2792,0.5255,2.1362,0.5758,1.2106,0.6766,7.711,0.5506,1.051,0.9088,1.2135,0.9782,11.5465,1.3991,2.0365,0.4191,0.9793,1.7929,1.7117,1.2749,0.9653,3.4806,1,0.9282,3.0005,0.5468,0.2306
3870,maltol,Xenobiotics,Food Component/Plant,38299,LC/MS Pos Early,100002362,1896,127.03897,118-71-8,8369,8066,C11918,HMDB30776,0.4499,0.3443,0.3443,0.3443,1.4259,0.3443,0.3443,0.3443,0.3443,1.504,0.3443,0.8749,0.3443,1.3246,0.3443,0.9855,0.3443,1.6795,0.7385,0.3443,1.1528,0.3443,0.6049,0.3443,8.9723,0.8646,0.7683,0.3443,0.9106,0.3443,1.4355,0.3443,9.1098,0.3443,1.0373,0.3443,1.2219,0.7968,0.3443,0.8345,0.3443,1.4778,1.402,0.3443,0.3443,0.3443,0.8263,0.3443,1.6636,0.752,1.5167,0.3443,1.1766,0.4695,3.2742,0.3443,1.1112,0.8488,0.997,0.3443,3.8513,0.3443,3.2388,1.9076,0.3443,1.003,0.352,0.7316,0.3443,0.6097,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.7738,0.3443,0.3443,0.3443,0.5802,0.3443,0.7196,0.3443,2.5197,0.3443,0.8363,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,1.6003,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443,0.3443
1029,maltose,Carbohydrate,Glycogen Metabolism,15586,LC/MS Polar,913,3329.4,387.11442,6363-53-7,10991489,388469,C00208,HMDB00163,1.0163,1.1729,0.4206,0.2525,0.8614,0.6682,2.5116,0.0378,9.1286,0.7893,3.5224,0.508,0.1262,4.2523,0.2627,0.0378,0.0383,0.5776,0.0378,0.3702,0.376,1.0325,4.5377,0.2861,11.393,2.0361,0.6622,1.3667,1.4193,51.1241,0.2543,0.38,0.7211,2.3587,12.3054,0.3801,0.0726,50.9806,8.0761,0.7225,3.0496,0.3863,0.3139,0.2344,0.0378,1.0587,1.0742,2.4903,2.1666,1.9814,0.0944,1.6472,0.3222,0.8912,1.5095,0.2476,5.0464,0.1526,0.2047,0.1535,3.1059,5.2,5.08,0.0378,0.3346,0.8006,4.2598,1.5556,0.8399,0.0378,1.3855,0.0578,0.5543,0.468,1.3933,3.3218,0.3295,3.2682,0.1487,2.5661,23.9471,1.147,1.9246,4.1376,9.2422,0.1479,0.3684,3.2858,1.0771,0.8077,1.3073,4.6178,0.6852,6.7031,1.3373,0.0378,0.3757,0.2108,1,0.1307,0.0378,6.5948,1.127,0.9504,0.5684,0.5115,0.0378,1.288,0.286,1.0694,0.0378,0.0858
1024,maltotetraose,Carbohydrate,Glycogen Metabolism,15910,LC/MS Neg,100000275,910,665.21458,34612-38-9,446495,393830,C02052,HMDB01296,0.3661,0.5179,12.3838,0.9852,2.4441,0.8938,1.6941,1.4496,4.9297,0.4911,0.0177,1.7437,0.3344,0.2011,2.9204,0.0849,0.4981,1.6661,0.6312,1.1261,0.959,1.9874,0.1623,0.3486,0.9336,0.0177,0.831,0.6614,1.1216,9.2342,1.5035,0.4353,1.9147,4.0233,0.4809,0.2034,1.5487,4.5413,3.5122,0.1546,0.4166,1.7285,1.7136,0.4661,1.2109,3.2574,1.8657,0.9051,0.6899,0.7786,1.0838,1.0845,0.3885,0.1663,1.4922,0.3124,1.4627,2.2893,2.6807,1.5988,1.6593,5.6182,0.3676,4.0683,0.8273,1.724,0.0177,0.7842,0.5259,1.4496,0.6883,0.21,1.8609,0.6553,1.3648,1.0151,1.1116,2.7711,0.6823,8.1953,1.6539,0.3318,3.5201,1.4092,2.3688,0.5071,1.0299,4.1111,0.6256,6.0308,0.0451,0.6887,1.79,0.8761,0.0177,0.4731,0.3897,1.1357,1.1925,0.2608,1,2.8274,0.3897,1.0556,0.6243,0.3235,0.2578,0.4765,1.374,0.4017,0.8925,0.152
1074,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.07176,,5780,440,C00794,HMDB00247,1.6347,0.5736,0.8399,4.1057,0.9291,4.302,0.3985,1.3782,1.3047,1.4079,277.8409,2.1015,0.909,1.3158,8.2048,0.4768,0.1002,5.8368,66.025,0.3356,0.4395,1.8095,0.1581,10.1933,0.4395,0.8547,0.6091,3.3589,1.0979,1.8576,0.521,0.6217,1.3637,0.4866,0.7041,0.7521,0.2724,0.5255,1.2112,2.1181,0.7913,0.917,659.5929,5.1854,0.3452,186.4532,9.6806,1,0.6128,7.176,0.8321,8.3972,0.6141,1.043,0.3495,1.7814,1.3023,4.8734,0.4828,0.6022,3.0883,1.8041,21.4082,4.4294,0.1002,1.5631,171.2359,1.0843,0.5871,169.6998,0.6878,0.4634,155.8567,2.0301,22.1422,0.5419,0.3949,0.779,0.3834,1.0894,0.2431,2.6432,0.2608,2.8839,0.5,0.2322,0.6419,0.857,2.928,0.8692,12.4386,0.4637,0.3709,0.8251,2.1614,8.1684,0.4705,4.3194,16.3283,0.5377,1.6999,20.6654,0.8487,1.6342,0.89,8.566,0.773,1.2031,0.3444,0.5979,0.2572,0.611
4122,mannonate*,Xenobiotics,Food Component/Plant,62864,LC/MS Polar,100003695,2736,195.05102,642-99-9,3246006,2496757,,,0.0302,0.0781,0.6664,0.0588,9.3759,1.4888,0.4227,5.0143,8.8848,0.3416,10.2896,0.0672,0.5537,26.9629,4.5806,0.7034,0.0955,6.8611,0.1344,10.6894,1,11.3359,0.0927,2.8537,4.7417,0.0305,0.1131,13.9984,0.1163,0.032,0.2477,0.0799,3.5521,3.3986,0.2029,0.137,9.6737,0.1792,10.9866,0.0563,14.6025,5.0648,0.1755,2.5115,0.2577,9.2676,0.3185,25.7878,4.8401,2.6584,0.0302,32.499,0.3329,0.095,0.1429,12.071,0.532,0.5948,3.498,0.138,0.8331,6.7661,3.627,30.1251,13.0274,1.0098,11.5836,0.1153,6.5909,15.8643,9.2787,0.1859,0.0718,4.6495,7.9914,14.9668,0.1279,1.4692,0.051,10.2668,1.7205,0.1126,0.0458,5.1449,0.0576,0.0698,6.1602,0.5026,14.6259,0.1965,0.087,0.2449,4.0789,7.1499,23.4665,0.0654,0.1156,0.4817,5.1279,0.2041,3.1679,6.1003,0.0302,6.2812,0.2256,1.1986,0.1081,0.0302,0.0772,0.0338,0.0922,7.5637
1075,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200,225.06159,3458-28-4,18950,141983,C00159,HMDB00169,1.0523,5.1495,1.222,0.0274,1.8523,1.5356,2.1773,0.3339,1.1982,1.4079,2.7296,0.8903,0.6154,0.0274,0.4362,0.3715,0.8701,0.7212,0.7033,0.1986,1.1509,1.5788,0.3652,3.085,0.4599,0.9655,1.2734,0.3013,0.7233,0.2822,0.1678,0.0274,2.0438,5.1767,2.2117,0.4759,1.2347,0.9269,0.0274,0.397,3.2171,1.0813,0.3056,0.0274,0.2435,1.1812,1.3388,1.472,1.0258,1.1106,0.4717,0.1537,0.5763,0.3689,2.7237,0.138,6.3117,1.2992,0.2313,0.0274,6.4639,2.1403,0.8357,1.3613,1.446,1.9456,0.262,1.0578,1.0136,0.6596,0.5811,0.0274,0.6596,0.9036,0.8329,0.5337,7.9145,1.0776,0.6317,0.6756,0.0274,0.3856,1,0.6135,0.6459,0.2823,1.0924,0.0274,5.9987,1.8162,2.4282,0.5351,1.7498,2.5027,0.0274,0.9618,0.7563,0.6017,17.1832,0.2288,0.5749,2.5995,1.7171,1.3192,1.6274,1.6662,0.4361,5.4484,0.3438,1.9112,1.2197,0.0725
1215,margarate (17:0),Lipid,Long Chain Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,,HMDB02259,0.6308,1.9131,8.4901,0.6966,0.7928,4.7233,2.0458,2.3301,2.643,0.341,0.3221,1.7598,0.688,0.5236,2.0281,1.1114,0.7151,0.5694,0.2709,0.3,1.1722,2.8447,3.2233,1.3924,0.6185,0.3291,1.154,2.7498,0.6227,0.2917,0.2167,0.2694,0.6193,0.8285,5.5717,1.1735,0.3454,0.6735,0.4771,0.2571,1.3613,0.5816,0.3781,0.5834,1.4191,0.8047,0.6929,0.5152,0.3348,0.8481,0.825,0.6819,1.7531,3.9654,0.5461,1.9854,0.9911,2.8127,0.4411,0.6035,0.4904,1.5351,0.7133,0.7173,0.4417,0.1861,0.5289,2.6423,2.4878,3.0798,3.3037,4.5993,0.5481,2.8983,1.544,1.7007,0.4293,8.4707,0.4417,0.657,1.4535,2.6926,3.0578,1.2354,0.9817,1.0711,0.3868,0.5108,1.0556,0.824,2.9644,5.6613,1.0163,1.0089,0.3937,0.1222,4.3295,7.9397,0.7385,2.5589,0.9188,0.7572,1.1228,1.0518,1.373,1.3096,16.0944,1.832,1.9065,2.8008,2.5149,1.4584
